"theta","alpha","lambda","target","cv_min_dat_perc","rmse","rho","const_pred_rmse","const_pred_rho"
0,0.1,1,"Bacteroidetes_1224_1",10.054844606947,0.822306586302766,0.566035819531445,0.920648664159754,0.58231962937584
0.1,0.1,1,"Bacteroidetes_1224_1",10.054844606947,0.820522077396471,0.569047496962567,0.920648664159754,0.58231962937584
1,0.1,1,"Bacteroidetes_1224_1",10.054844606947,0.809403988787295,0.58726254583328,0.920648664159754,0.58231962937584
3,0.1,1,"Bacteroidetes_1224_1",10.054844606947,0.80348986423968,0.593214813886812,0.920648664159754,0.58231962937584
8,0.1,1,"Bacteroidetes_1224_1",10.054844606947,0.788265305000471,0.616434180907505,0.920648664159754,0.58231962937584
0,0.3,1,"Bacteroidetes_1224_1",10.054844606947,0.8307695623803,0.556863937876789,0.920648664159754,0.58231962937584
0.1,0.3,1,"Bacteroidetes_1224_1",10.054844606947,0.830588046287223,0.557222624282133,0.920648664159754,0.58231962937584
1,0.3,1,"Bacteroidetes_1224_1",10.054844606947,0.823736812200625,0.566732495419612,0.920648664159754,0.58231962937584
3,0.3,1,"Bacteroidetes_1224_1",10.054844606947,0.803935682242804,0.59260960163398,0.920648664159754,0.58231962937584
8,0.3,1,"Bacteroidetes_1224_1",10.054844606947,0.788265305000471,0.616434180907505,0.920648664159754,0.58231962937584
0,0.5,1,"Bacteroidetes_1224_1",10.054844606947,0.83875766434936,0.544530194884978,0.920648664159754,0.58231962937584
0.1,0.5,1,"Bacteroidetes_1224_1",10.054844606947,0.837760077954925,0.545990062291605,0.920648664159754,0.58231962937584
1,0.5,1,"Bacteroidetes_1224_1",10.054844606947,0.824951099968193,0.564722611297285,0.920648664159754,0.58231962937584
3,0.5,1,"Bacteroidetes_1224_1",10.054844606947,0.803935682242804,0.59260960163398,0.920648664159754,0.58231962937584
8,0.5,1,"Bacteroidetes_1224_1",10.054844606947,0.788265305000471,0.616434180907505,0.920648664159754,0.58231962937584
0,0.7,1,"Bacteroidetes_1224_1",10.054844606947,0.841499910226516,0.5398743285792,0.920648664159754,0.58231962937584
0.1,0.7,1,"Bacteroidetes_1224_1",10.054844606947,0.839526960315675,0.542998058553506,0.920648664159754,0.58231962937584
1,0.7,1,"Bacteroidetes_1224_1",10.054844606947,0.824951099968193,0.564722611297285,0.920648664159754,0.58231962937584
3,0.7,1,"Bacteroidetes_1224_1",10.054844606947,0.803935682242804,0.59260960163398,0.920648664159754,0.58231962937584
8,0.7,1,"Bacteroidetes_1224_1",10.054844606947,0.788265305000471,0.616434180907505,0.920648664159754,0.58231962937584
0,0.9,1,"Bacteroidetes_1224_1",10.054844606947,0.841499910226516,0.5398743285792,0.920648664159754,0.58231962937584
0.1,0.9,1,"Bacteroidetes_1224_1",10.054844606947,0.839526960315675,0.542998058553506,0.920648664159754,0.58231962937584
1,0.9,1,"Bacteroidetes_1224_1",10.054844606947,0.824951099968193,0.564722611297285,0.920648664159754,0.58231962937584
3,0.9,1,"Bacteroidetes_1224_1",10.054844606947,0.803935682242804,0.59260960163398,0.920648664159754,0.58231962937584
8,0.9,1,"Bacteroidetes_1224_1",10.054844606947,0.788265305000471,0.616434180907505,0.920648664159754,0.58231962937584
0,0.1,0.178,"Bacteroidetes_1224_1",10.054844606947,0.935459043423291,0.451279899301943,0.920648664159754,0.58231962937584
0.1,0.1,0.178,"Bacteroidetes_1224_1",10.054844606947,0.926250287460533,0.459452390128762,0.920648664159754,0.58231962937584
1,0.1,0.178,"Bacteroidetes_1224_1",10.054844606947,0.85409809017344,0.532818249204398,0.920648664159754,0.58231962937584
3,0.1,0.178,"Bacteroidetes_1224_1",10.054844606947,0.792557151914319,0.607600838413252,0.920648664159754,0.58231962937584
8,0.1,0.178,"Bacteroidetes_1224_1",10.054844606947,0.791560909239995,0.613206465061466,0.920648664159754,0.58231962937584
0,0.3,0.178,"Bacteroidetes_1224_1",10.054844606947,0.852989297076726,0.526520392488863,0.920648664159754,0.58231962937584
0.1,0.3,0.178,"Bacteroidetes_1224_1",10.054844606947,0.847638835566199,0.533309681600186,0.920648664159754,0.58231962937584
1,0.3,0.178,"Bacteroidetes_1224_1",10.054844606947,0.817291417313908,0.573159833194756,0.920648664159754,0.58231962937584
3,0.3,0.178,"Bacteroidetes_1224_1",10.054844606947,0.790021956595242,0.611520254515492,0.920648664159754,0.58231962937584
8,0.3,0.178,"Bacteroidetes_1224_1",10.054844606947,0.788250196400785,0.616447919310813,0.920648664159754,0.58231962937584
0,0.5,0.178,"Bacteroidetes_1224_1",10.054844606947,0.835610153612477,0.546052775387642,0.920648664159754,0.58231962937584
0.1,0.5,0.178,"Bacteroidetes_1224_1",10.054844606947,0.831884913163097,0.551309839496865,0.920648664159754,0.58231962937584
1,0.5,0.178,"Bacteroidetes_1224_1",10.054844606947,0.809201522142953,0.585225546565146,0.920648664159754,0.58231962937584
3,0.5,0.178,"Bacteroidetes_1224_1",10.054844606947,0.800293402784898,0.597821375419619,0.920648664159754,0.58231962937584
8,0.5,0.178,"Bacteroidetes_1224_1",10.054844606947,0.788265305000471,0.616434180907505,0.920648664159754,0.58231962937584
0,0.7,0.178,"Bacteroidetes_1224_1",10.054844606947,0.827575708043522,0.557889722877886,0.920648664159754,0.58231962937584
0.1,0.7,0.178,"Bacteroidetes_1224_1",10.054844606947,0.824706461872477,0.56254768897369,0.920648664159754,0.58231962937584
1,0.7,0.178,"Bacteroidetes_1224_1",10.054844606947,0.810471491033291,0.585574537703375,0.920648664159754,0.58231962937584
3,0.7,0.178,"Bacteroidetes_1224_1",10.054844606947,0.80386944634149,0.592636954476827,0.920648664159754,0.58231962937584
8,0.7,0.178,"Bacteroidetes_1224_1",10.054844606947,0.788265305000471,0.616434180907505,0.920648664159754,0.58231962937584
0,0.9,0.178,"Bacteroidetes_1224_1",10.054844606947,0.825073743687295,0.563751749347634,0.920648664159754,0.58231962937584
0.1,0.9,0.178,"Bacteroidetes_1224_1",10.054844606947,0.823335082473604,0.566623887837011,0.920648664159754,0.58231962937584
1,0.9,0.178,"Bacteroidetes_1224_1",10.054844606947,0.813965384019951,0.580863720497864,0.920648664159754,0.58231962937584
3,0.9,0.178,"Bacteroidetes_1224_1",10.054844606947,0.803935682242804,0.59260960163398,0.920648664159754,0.58231962937584
8,0.9,0.178,"Bacteroidetes_1224_1",10.054844606947,0.788265305000471,0.616434180907505,0.920648664159754,0.58231962937584
0,0.1,0.032,"Bacteroidetes_1224_1",10.054844606947,1.21796121673502,0.320217408082775,0.920648664159754,0.58231962937584
0.1,0.1,0.032,"Bacteroidetes_1224_1",10.054844606947,1.2061121111659,0.324430356483031,0.920648664159754,0.58231962937584
1,0.1,0.032,"Bacteroidetes_1224_1",10.054844606947,1.09670649833926,0.376567455737827,0.920648664159754,0.58231962937584
3,0.1,0.032,"Bacteroidetes_1224_1",10.054844606947,0.903366679623619,0.506293840448382,0.920648664159754,0.58231962937584
8,0.1,0.032,"Bacteroidetes_1224_1",10.054844606947,0.792966960297396,0.619794347307051,0.920648664159754,0.58231962937584
0,0.3,0.032,"Bacteroidetes_1224_1",10.054844606947,1.1076129867871,0.356860311780934,0.920648664159754,0.58231962937584
