"intercept","Bacteroidetes_918_4_tp_2","temperature_tp_2","Actinobacteria_410_1_tp_2","Actinobacteria_410_2_tp_2","Archaea_164_1_tp_2","Archaea_164_2_tp_2","Archaea_179_1_tp_2","Bacillariophyta_100_1_tp_2","Bacillariophyta_123_1_tp_2","Bacillariophyta_138_1_tp_2","Bacillariophyta_196_1_tp_2","Bacillariophyta_219_1_tp_2","Bacillariophyta_29_1_tp_2","Bacillariophyta_31_1_tp_2","Bacillariophyta_44_1_tp_2","Bacteroidetes_1151_1_tp_2","Bacteroidetes_1166_1_tp_2","Bacteroidetes_1166_2_tp_2","Bacteroidetes_1167_1_tp_2","Bacteroidetes_1178_1_tp_2","Bacteroidetes_1186_1_tp_2","Bacteroidetes_1194_1_tp_2","Bacteroidetes_1204_1_tp_2","Bacteroidetes_1224_1_tp_2","Bacteroidetes_1235_1_tp_2","Bacteroidetes_1249_1_tp_2","Bacteroidetes_1264_1_tp_2","Bacteroidetes_129_1_tp_2","Bacteroidetes_129_2_tp_2","Bacteroidetes_131_1_tp_2","Bacteroidetes_1349_1_tp_2","Bacteroidetes_1360_1_tp_2","Bacteroidetes_1360_2_tp_2","Bacteroidetes_1360_3_tp_2","Bacteroidetes_1360_4_tp_2","Bacteroidetes_1360_5_tp_2","Bacteroidetes_317_1_tp_2","Bacteroidetes_918_1_tp_2","Bacteroidetes_918_2_tp_2","Bacteroidetes_918_3_tp_2","Bacteroidetes_918_5_tp_2","Bacteroidetes_919_1_tp_2","Bacteroidetes_919_2_tp_2","Bacteroidetes_919_3_tp_2","Bacteroidetes_938_1_tp_2","Bacteroidetes_956_1_tp_2","Cercozoa_22_1_tp_2","Cercozoa_23_1_tp_2","Cercozoa_291_1_tp_2","Cercozoa_395_1_tp_2","Chlorophyta__streptophyta_120_1_tp_2","Chlorophyta__streptophyta_732_1_tp_2","Chlorophyta__streptophyta_751_1_tp_2","Chlorophyta__streptophyta_833_1_tp_2","Chlorophyta__streptophyta_845_1_tp_2","Chlorophyta__streptophyta_848_1_tp_2","Chlorophyta__streptophyta_895_1_tp_2","Chrysophyceae_16_1_tp_2","Ciliophora_1195_1_tp_2","Ciliophora_234_1_tp_2","Ciliophora_280_1_tp_2","Ciliophora_298_1_tp_2","Ciliophora_403_1_tp_2","Ciliophora_451_1_tp_2","Cryptophyta_108_1_tp_2","Cryptophyta_15_1_tp_2","Cryptophyta_15_2_tp_2","Cyanobacteria_48_1_tp_2","Cyanobacteria_65_1_tp_2","Cyanobacteria_73_1_tp_2","Cyanobacteria_85_1_tp_2","Dictyochophyceae_6_1_tp_2","Dinoflagellata_1009_1_tp_2","Dinoflagellata_1010_1_tp_2","Dinoflagellata_1014_1_tp_2","Dinoflagellata_1017_1_tp_2","Dinoflagellata_1098_1_tp_2","Dinoflagellata_1198_1_tp_2","Dinoflagellata_124_1_tp_2","Dinoflagellata_1496_1_tp_2","Dinoflagellata_1542_1_tp_2","Dinoflagellata_1555_1_tp_2","Dinoflagellata_1658_1_tp_2","Dinoflagellata_1711_1_tp_2","Dinoflagellata_1728_1_tp_2","Dinoflagellata_1728_2_tp_2","Dinoflagellata_1749_1_tp_2","Dinoflagellata_1758_1_tp_2","Dinoflagellata_1769_1_tp_2","Dinoflagellata_1771_1_tp_2","Dinoflagellata_1771_2_tp_2","Dinoflagellata_1793_1_tp_2","Dinoflagellata_1862_1_tp_2","Dinoflagellata_1968_1_tp_2","Dinoflagellata_874_1_tp_2","Dinoflagellata_955_1_tp_2","Dinoflagellata_982_1_tp_2","Div_reps_1600_1_tp_2","Div_reps_1600_2_tp_2","Div_reps_2942_1_tp_2","Haptophyta_148_1_tp_2","Haptophyta_203_1_tp_2","Katablepharidophyta_7_1_tp_2","Lobosa_11_1_tp_2","Nitrospirae_9_1_tp_2","Perkinsea_33_1_tp_2","Perkinsea_44_1_tp_2","Phylum_reps_1954_1_tp_2","Phylum_reps_1985_1_tp_2","Phylum_reps_2301_1_tp_2","Picozoa_18_1_tp_2","Picozoa_6_1_tp_2","Planctomycetes_27_1_tp_2","Planctomycetes_34_1_tp_2","Planctomycetes_61_1_tp_2","Proteobacteria_10091_1_tp_2","Proteobacteria_10114_1_tp_2","Proteobacteria_10168_1_tp_2","Proteobacteria_11120_1_tp_2","Proteobacteria_11155_1_tp_2","Proteobacteria_11155_2_tp_2","Proteobacteria_11190_1_tp_2","Proteobacteria_11210_1_tp_2","Proteobacteria_11210_2_tp_2","Proteobacteria_11428_1_tp_2","Proteobacteria_11429_1_tp_2","Proteobacteria_11429_2_tp_2","Proteobacteria_11429_3_tp_2","Proteobacteria_11429_4_tp_2","Proteobacteria_11431_1_tp_2","Proteobacteria_11431_2_tp_2","Proteobacteria_22_1_tp_2","Proteobacteria_5436_1_tp_2","Proteobacteria_5461_1_tp_2","Proteobacteria_6384_1_tp_2","Proteobacteria_6847_1_tp_2","Proteobacteria_7100_1_tp_2","Proteobacteria_7166_1_tp_2","Proteobacteria_7174_1_tp_2","Proteobacteria_7230_1_tp_2","Proteobacteria_7230_2_tp_2","Proteobacteria_7230_3_tp_2","Proteobacteria_7231_1_tp_2","Proteobacteria_7289_1_tp_2","Proteobacteria_7295_1_tp_2","Proteobacteria_7313_1_tp_2","Proteobacteria_7314_1_tp_2","Proteobacteria_7316_1_tp_2","Proteobacteria_7319_1_tp_2","Proteobacteria_7364_1_tp_2","Proteobacteria_7787_1_tp_2","Proteobacteria_7982_1_tp_2","Proteobacteria_7982_2_tp_2","Proteobacteria_7983_1_tp_2","Proteobacteria_7983_2_tp_2","Proteobacteria_7983_3_tp_2","Proteobacteria_7983_4_tp_2","Proteobacteria_7983_5_tp_2","Proteobacteria_7983_6_tp_2","Proteobacteria_7983_7_tp_2","Proteobacteria_7983_8_tp_2","Proteobacteria_7984_1_tp_2","Proteobacteria_8175_1_tp_2","Proteobacteria_8176_1_tp_2","Proteobacteria_8176_2_tp_2","Proteobacteria_8177_1_tp_2","Proteobacteria_8177_2_tp_2","Proteobacteria_8178_1_tp_2","Proteobacteria_8185_1_tp_2","Proteobacteria_8520_1_tp_2","Proteobacteria_9649_1_tp_2","Proteobacteria_9681_1_tp_2","Proteobacteria_9681_2_tp_2","Pseudofungi_43_1_tp_2","Radiolaria_104_1_tp_2","Raphidophyceae_3_1_tp_2","Rhodophyta_506_1_tp_2","Sagenista_53_1_tp_2","Sagenista_61_1_tp_2","Verrucomicrobia_18_1_tp_2","Verrucomicrobia_18_2_tp_2","Verrucomicrobia_18_3_tp_2","Verrucomicrobia_18_4_tp_2","Verrucomicrobia_22_1_tp_2","Verrucomicrobia_22_2_tp_2","Verrucomicrobia_23_1_tp_2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.00510005401898431,0.476604768001776,-0.0332018195235326,-0.00383536734790601,0,0,0,0,0,0,0,0,0,0,0.00231206085890654,0,0,0,0,-0.0361954925778936,0,0,-0.0135163950380239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010664863813812,0,0,-0.0387047888270968,-0.0201273234729013,0,0,0,0,0,0,0,0,0.0441905510789101,0,0,0.0123190094007038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253999240228699,0,0,0,0,0,0.0601384446020502,0,0,-0.0171480212913599,0,0,0,-0.0193703035341184,0,0,0,0,0,0,0,0.0432489882477881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126953085913843,0,0,0,0,0,0,0,0.0140210832980665,0,-0.00964452246716276,0,0,0,0,0,0,0,0,0.104280720655029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406533296414672,0,0,0,-0.0197576254202426,0,0,0,-0.00812783404218751,0,0,0,0.014915798725147,0,0,0,0,0,0,0,0.0249715070130536,0,-0.00804543618782593,0,0,0,0,0.0399595149879184,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.00497695559218398,0.514856946348692,-0.027012335888205,0,0,0,0,0,0,0,0,0,0,0,0.000944645985264956,0,0,0,0,-0.0249355852676635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00376733072930379,0,0,-0.0466853605503196,-0.002258637758966,0,0,0,0,0,0,0,0,0.0341326467914373,0,0,0.0125860660161231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014316317523742,0,0,0,0,0,0.049092068172055,0,0,-0.0135370334779931,0,0,0,-0.0169913068360521,0,0,0,0,0,0,0,0.0382778254697498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212359144190297,0,0,0,0.00138627529307648,0,0,0,0.00934769464506106,0,-0.0105197440847635,0,0,0,0,0,0,0,0,0.0909116475716423,0.0028639197666784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426723054198947,0,0,0,-0.0156905732587545,0,0,0.00644610383477336,-0.00104175864993907,0,0,0,0.0203789392467206,0,0,0,0,0,0,0,0.0115595288553382,0,-0.0181143509325931,0,0,0,0,0.0252384870441289,0,0,0,0,0,0,0
-0.00519584970025554,0.425210605447925,-0.0449334128861387,0,0,0,0,0,0,0,0,0,0,0,0.00116413962192869,0,0,0,0,-0.0340112134190508,0,0,-0.0202006518422505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00396173915088188,0,0,-0.0255594006809536,-0.0341351976964836,0,0,0,0,0,0,0,0,0.0390545799744352,0,0,0.00613002992533987,0,0,0.00757560385835354,0,0,0,0,0,0,0,0,0,0,0,0,0.0192797041110244,0,0,0,0,0,0.0523051064521507,0,0,-0.0175151499534226,0,0,0,-0.0251264905995801,0,0,0,0,0,0,0,0.0548692648853891,0,0,0,0,0,0,0,0,0,0.00453219503453813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227058280140246,0,0,0,0,0,0,0,0.0119622307766622,0,-0.0257371217087782,0,0,0,0,0,0,0,0,0.10839999390114,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00812080779574449,0,0.0455619874186351,0,0,0,-0.026253946469075,0,0,0.00962613065010244,-0.0105609386086226,0,0,0,0.0227484470806225,0,0,0,0,0,0,0,0.0289256573278627,0,-0.00779242073822978,0,0,0,0,0.03315113076172,0,0,0,0,0,0,0
-0.00513291749136957,0.497645646268019,-0.0305504221134151,-0.00076610541636057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364055021321889,0,0,-0.0200207458562068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125873446222155,0,0,-0.0316568594823098,-0.0144814591396085,0,0,0,0,0,0,0,0,0.0516032266824958,0,0,0.00860788291961499,0,0,0.0148993785500957,0,0,0,0,0,0,0,0,0,0,0,0,0.0270896715479009,0,0,-0.000572418993791335,0,0,0.0498767293426348,0,0,-0.02235661963969,0,0,0,-0.0212477092292032,0,0,0,0,0,0,0,0.0419902412526125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184279539080259,0,0,0,0,0.0000738621541825839,0,0,0.015790470420216,0,-0.0197293189968221,0,0,0,0,0,0,0,0,0.10835145903993,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000911897929667992,0,0.0362989208899613,0,0,0,-0.0166728459787506,0,0,0.00516384221844179,-0.0103543671473641,0,0,0,0.0173666575879216,0,0,0,0,0,0,0,0.0198852614497418,0,-0.00715290748939633,0,0,0,0,0.0411989730436108,0,0,0,0,0,0,0
-0.00482596163639292,0.454487227885087,-0.0393978371888027,0,0,0,0,0,0,0,0,0,0,0,0.0021324940591667,0,0,0,0,-0.0515066408995713,0,0,-0.00978817176318399,0,0,0,0,0,0.00171616896704778,0,0,0,0,0,0,0,0,0,0,-0.00878582536373106,0,0,-0.0382025235874311,-0.0378078802502994,0,0,0,0,0,0,0,0,0.0460602538855407,0,0,0.0209062426073728,0,0,0,0,0,0,0,0,0,0,0.00119934008657681,0.00298805452496165,0,0,0,0.0162448264021528,0,0,0,0,0,0.0577597642921879,0,0,-0.0257610490020259,0,0,0,-0.0222804609151061,0,0,0,0,0,0,0,0.0518631408963521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241064866618504,0,0,0.0127038538857697,0,0,0,0,0,0,0,0.0154549932336619,0,-0.00953670764200277,0,0,0,0,0,0,0,0,0.0986403567494908,0,0.000366787246704628,0,0,0,0,0,0,0,0,0,0,0,-0.00337242357897725,0,0.0354763433236039,0,0,0,-0.0233107056289681,0,0,0,-0.00613770042686816,0,0,0,0.0104410080751505,0,0,0,0,0,0,0,0.0232872199461358,0,-0.011323052731446,0,0,0,0,0.0378507029436143,0,0,0,0,0,0,0
-0.00537884325635538,0.468800055238913,-0.0336965638609821,-0.00109766459503026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222177343332881,0,0,-0.00456167577656751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238302328044919,-0.0240390690848199,0,0,0,0,-0.000638674182273331,0,0,0,0.0344711361377785,0,0,0.0187362645114681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174924383045459,0,0,0,0,0,0.0490510417236284,0,0,-0.0183982891486097,0,0,0,-0.0202997705443916,0,0,0,0,0,0,0,0.0446822771103202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015382676812684,0,0,0,0,0,0,0,0,0,-0.00584153034123307,0,0,0,0,0,0,0,0,0.097394891389021,0.00630031926226842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482204359477475,0,0,0,-0.0165610690911304,0,0,0.00374256305360771,-0.000429621045263972,0,0,0,0.0194102520837712,0,0,0,0,0,0,0,0.0231334694897289,0,-0.00711829767736628,0,0,0,0,0.0324133203813939,0,0,0,0,0,0,0
-0.00657729492954915,0.570759287529089,-0.0232942276483053,0,0,0,0,0,0,0,0,0,0,0,0.000351637019545609,0,0,0,0,-0.0130844517588831,0,0,-0.000318344740941581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194751867748277,-0.0139469327711641,0,0,0,0,0,0,0,0,0.010615416466865,0,0,0.0223965757071342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958378532449836,0,0,0,0,0,0.028561372962988,0,0,-0.0102208901497353,0,0,0,-0.0185953427700232,0,0,0,0,-0.000046564396149587,0,0,0.0417323801189591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117942464128125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475513673643887,0.00776748252485019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269717209736168,0,0,0,-0.00607508986692948,0,0,0.0043875211731973,0,0,0,0,0.0154337178209881,0,0,0,0,0,0,0,0,0,-0.00132406477671848,0,0,0,0,0.0135452009445655,0,0,0,0,0,0,0
