"intercept","Div_reps_1600_2_tp_2","temperature_tp_2","Actinobacteria_410_1_tp_2","Actinobacteria_410_2_tp_2","Archaea_164_1_tp_2","Archaea_164_2_tp_2","Archaea_179_1_tp_2","Bacillariophyta_100_1_tp_2","Bacillariophyta_123_1_tp_2","Bacillariophyta_138_1_tp_2","Bacillariophyta_196_1_tp_2","Bacillariophyta_219_1_tp_2","Bacillariophyta_29_1_tp_2","Bacillariophyta_31_1_tp_2","Bacillariophyta_44_1_tp_2","Bacteroidetes_1151_1_tp_2","Bacteroidetes_1166_1_tp_2","Bacteroidetes_1166_2_tp_2","Bacteroidetes_1167_1_tp_2","Bacteroidetes_1178_1_tp_2","Bacteroidetes_1186_1_tp_2","Bacteroidetes_1194_1_tp_2","Bacteroidetes_1204_1_tp_2","Bacteroidetes_1224_1_tp_2","Bacteroidetes_1235_1_tp_2","Bacteroidetes_1249_1_tp_2","Bacteroidetes_1264_1_tp_2","Bacteroidetes_129_1_tp_2","Bacteroidetes_129_2_tp_2","Bacteroidetes_131_1_tp_2","Bacteroidetes_1349_1_tp_2","Bacteroidetes_1360_1_tp_2","Bacteroidetes_1360_2_tp_2","Bacteroidetes_1360_3_tp_2","Bacteroidetes_1360_4_tp_2","Bacteroidetes_1360_5_tp_2","Bacteroidetes_317_1_tp_2","Bacteroidetes_918_1_tp_2","Bacteroidetes_918_2_tp_2","Bacteroidetes_918_3_tp_2","Bacteroidetes_918_4_tp_2","Bacteroidetes_918_5_tp_2","Bacteroidetes_919_1_tp_2","Bacteroidetes_919_2_tp_2","Bacteroidetes_919_3_tp_2","Bacteroidetes_938_1_tp_2","Bacteroidetes_956_1_tp_2","Cercozoa_22_1_tp_2","Cercozoa_23_1_tp_2","Cercozoa_291_1_tp_2","Cercozoa_395_1_tp_2","Chlorophyta__streptophyta_120_1_tp_2","Chlorophyta__streptophyta_732_1_tp_2","Chlorophyta__streptophyta_751_1_tp_2","Chlorophyta__streptophyta_833_1_tp_2","Chlorophyta__streptophyta_845_1_tp_2","Chlorophyta__streptophyta_848_1_tp_2","Chlorophyta__streptophyta_895_1_tp_2","Chrysophyceae_16_1_tp_2","Ciliophora_1195_1_tp_2","Ciliophora_234_1_tp_2","Ciliophora_280_1_tp_2","Ciliophora_298_1_tp_2","Ciliophora_403_1_tp_2","Ciliophora_451_1_tp_2","Cryptophyta_108_1_tp_2","Cryptophyta_15_1_tp_2","Cryptophyta_15_2_tp_2","Cyanobacteria_48_1_tp_2","Cyanobacteria_65_1_tp_2","Cyanobacteria_73_1_tp_2","Cyanobacteria_85_1_tp_2","Dictyochophyceae_6_1_tp_2","Dinoflagellata_1009_1_tp_2","Dinoflagellata_1010_1_tp_2","Dinoflagellata_1014_1_tp_2","Dinoflagellata_1017_1_tp_2","Dinoflagellata_1098_1_tp_2","Dinoflagellata_1198_1_tp_2","Dinoflagellata_124_1_tp_2","Dinoflagellata_1496_1_tp_2","Dinoflagellata_1542_1_tp_2","Dinoflagellata_1555_1_tp_2","Dinoflagellata_1658_1_tp_2","Dinoflagellata_1711_1_tp_2","Dinoflagellata_1728_1_tp_2","Dinoflagellata_1728_2_tp_2","Dinoflagellata_1749_1_tp_2","Dinoflagellata_1758_1_tp_2","Dinoflagellata_1769_1_tp_2","Dinoflagellata_1771_1_tp_2","Dinoflagellata_1771_2_tp_2","Dinoflagellata_1793_1_tp_2","Dinoflagellata_1862_1_tp_2","Dinoflagellata_1968_1_tp_2","Dinoflagellata_874_1_tp_2","Dinoflagellata_955_1_tp_2","Dinoflagellata_982_1_tp_2","Div_reps_1600_1_tp_2","Div_reps_2942_1_tp_2","Haptophyta_148_1_tp_2","Haptophyta_203_1_tp_2","Katablepharidophyta_7_1_tp_2","Lobosa_11_1_tp_2","Nitrospirae_9_1_tp_2","Perkinsea_33_1_tp_2","Perkinsea_44_1_tp_2","Phylum_reps_1954_1_tp_2","Phylum_reps_1985_1_tp_2","Phylum_reps_2301_1_tp_2","Picozoa_18_1_tp_2","Picozoa_6_1_tp_2","Planctomycetes_27_1_tp_2","Planctomycetes_34_1_tp_2","Planctomycetes_61_1_tp_2","Proteobacteria_10091_1_tp_2","Proteobacteria_10114_1_tp_2","Proteobacteria_10168_1_tp_2","Proteobacteria_11120_1_tp_2","Proteobacteria_11155_1_tp_2","Proteobacteria_11155_2_tp_2","Proteobacteria_11190_1_tp_2","Proteobacteria_11210_1_tp_2","Proteobacteria_11210_2_tp_2","Proteobacteria_11428_1_tp_2","Proteobacteria_11429_1_tp_2","Proteobacteria_11429_2_tp_2","Proteobacteria_11429_3_tp_2","Proteobacteria_11429_4_tp_2","Proteobacteria_11431_1_tp_2","Proteobacteria_11431_2_tp_2","Proteobacteria_22_1_tp_2","Proteobacteria_5436_1_tp_2","Proteobacteria_5461_1_tp_2","Proteobacteria_6384_1_tp_2","Proteobacteria_6847_1_tp_2","Proteobacteria_7100_1_tp_2","Proteobacteria_7166_1_tp_2","Proteobacteria_7174_1_tp_2","Proteobacteria_7230_1_tp_2","Proteobacteria_7230_2_tp_2","Proteobacteria_7230_3_tp_2","Proteobacteria_7231_1_tp_2","Proteobacteria_7289_1_tp_2","Proteobacteria_7295_1_tp_2","Proteobacteria_7313_1_tp_2","Proteobacteria_7314_1_tp_2","Proteobacteria_7316_1_tp_2","Proteobacteria_7319_1_tp_2","Proteobacteria_7364_1_tp_2","Proteobacteria_7787_1_tp_2","Proteobacteria_7982_1_tp_2","Proteobacteria_7982_2_tp_2","Proteobacteria_7983_1_tp_2","Proteobacteria_7983_2_tp_2","Proteobacteria_7983_3_tp_2","Proteobacteria_7983_4_tp_2","Proteobacteria_7983_5_tp_2","Proteobacteria_7983_6_tp_2","Proteobacteria_7983_7_tp_2","Proteobacteria_7983_8_tp_2","Proteobacteria_7984_1_tp_2","Proteobacteria_8175_1_tp_2","Proteobacteria_8176_1_tp_2","Proteobacteria_8176_2_tp_2","Proteobacteria_8177_1_tp_2","Proteobacteria_8177_2_tp_2","Proteobacteria_8178_1_tp_2","Proteobacteria_8185_1_tp_2","Proteobacteria_8520_1_tp_2","Proteobacteria_9649_1_tp_2","Proteobacteria_9681_1_tp_2","Proteobacteria_9681_2_tp_2","Pseudofungi_43_1_tp_2","Radiolaria_104_1_tp_2","Raphidophyceae_3_1_tp_2","Rhodophyta_506_1_tp_2","Sagenista_53_1_tp_2","Sagenista_61_1_tp_2","Verrucomicrobia_18_1_tp_2","Verrucomicrobia_18_2_tp_2","Verrucomicrobia_18_3_tp_2","Verrucomicrobia_18_4_tp_2","Verrucomicrobia_22_1_tp_2","Verrucomicrobia_22_2_tp_2","Verrucomicrobia_23_1_tp_2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00373329496592727,0.283792863934959,0,0,0,0,0,0,0,0.12675784392865,0.0122302738281776,0,0,0,0,0.00398817131911465,0,0,0,0,0,0,0,0,0,0,0,0.0523667586397785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381223132875621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00700032692559114,0,0,0,-0.000795611054863275,0,0,0.028894238839008,0,0,0,0,0,0.0222857237539317,0,0,0,0,0,0,-0.00847200294954514,0,0,0,0,0,0,0,0.108481465378208,0,0.0191350026760633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288491186829765,0,0,0.0101250743775894,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00777550027865808,0,0,0.111741066475372,0,0,0,0,0,0,0,0,0,0,0.00252754006191005,0,0.0144225662523452,0,0,0.0540767801167913,0,-0.00884061383031393,0,0.00736080417075598,0,0.010526556604102,0,0.0480715050127261,0,0,0,0,0,-0.00832149982290727,0.00589277006710639,0,0,0,0,0,0,0,0,0.0586879292332742,0,0.00604788878736159,0,0,-0.00574680013690717,0,0,0,0.00865805305279153,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00506945262271402,0.292277708012523,0,0,0,0,0,0,0,0.155242419690733,0.0167509479106821,0,0,0,0,0.0115256092495212,0,0,0,0,0,0,0,0,0,-0.0103470001195415,0,0.0489718313342351,-0.0105677163541717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411161180709826,0.00483413636909869,0,0,0,0,0,-0.00446939713383624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00789276747901948,0,0,0,0,0,0.0211211424606683,0,0,0,0,0,0,-0.00792249861346497,0,0,0,0,0,0,0,0.106120752472604,0,0.0129409082614289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205505802723233,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126834384011107,0,0,0.0979157288797041,0,0,0,0,0,0,0,0,0,0,0,0,0.0129664070366983,0.000823202474993234,0,0.0482456721978688,0,-0.0111751802340342,0,0.00108845096431246,0.0099644966081749,0.0138593293998823,0,0.0424413141448309,0,0,0,0,0,-0.000703469460123559,0.0122543220103101,0,0,0,0,0,0,0,0,0.0617272220462492,0,0,0,0,-0.0112957452558083,0,0,0,0.0176759586188378,0.00618264337510402,0,0
0.00402498740936455,0.278283009482345,0,0,0,0,0,0,0,0.147952566044107,0.0140194611463683,0,0,0,0,0.0157976919920514,0,0,0,0,0,0,0,0,0,0,0,0.0481803676153073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409529812552377,0,0,0,0,-0.00250633130356144,0,0,0,0,0,0,0,0,0,0,0,0,0.0113483402198476,0,0,0,-0.000781071166923801,0,0,0.0240090251043663,0,0,0,0,0,0.0170929689120785,0,0,0,0,0,0,-0.0195635533864981,0,0,0,0,-0.00589309313983485,0,0,0.102694901362153,0,0.030302011204794,0,0,0,0,0,0,0,0,0,0,0,0.00117847913422121,-0.00335084806671466,0,0,0.0180157830439687,0,0,0.0205321600592329,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016731110752728,0,0,0.0969210608774642,0,0,0,0,0,0,0,0,0,0,0.00329144243955839,0,0.0109751692169321,0.00219402903004024,0,0.0517579898055721,0,-0.0176540658943588,0,0.00788253486890874,0.00521767131298051,0.0035298950403466,0,0.0394847935298406,0,0,0,0,0,-0.0146814499227922,0.0130716089604226,0,0,0,0,0,0,0,0,0.0642531478055649,0,0,0,0,-0.00733492221231167,0,0,0,0.00215597622180944,0.00481448052315611,0,0
0.00466147555286855,0.291895561210309,0,0,0,0,0,0,0,0.147840151664941,0.0135279777189761,0,0,0,0,0.0114029379986221,0,0,0,0,0,0,0,0,0,-0.00100456561369484,0,0.0480919570381383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00268712557323536,0,0,0,0,0.0420612556987345,0.00647464620669887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198015393070404,0,0,0,0,0,0.0176320377621473,0,0,0,0,0,0,-0.0178943391947322,0,0,0,0,-0.00284495188938407,0,0,0.0975893719263229,0,0.0218843926635662,0,0,0,0,0,0,0,0,0,0,0,0.000802251003768912,0,0,0,0.00902888466552239,0,0,0.0215182870480641,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0030431350779998,0,0,0.0990282709041943,0,0,0,0,0,0,0,0,0,0,0.00474707834749536,0,0.0121895876121799,0,0,0.04779651127045,0,-0.0110948737680561,0,0.00634131068968806,0.00526614672292055,0.00694699112197792,0,0.04394719934511,0,0,0,0,0,-0.00969185721989125,0.0117642841944065,0,0,0,0,0,-0.00072709521848705,0,0,0.0661817042367544,0,0,0,0,-0.0103972290839064,0,0,0,0.00786350526656519,0.00486497594507673,0,0
0.00251658014737966,0.257916123578409,0,0,0,0,0,0,0,0.133251105182928,0.0103238951064646,0,0,0,0,0.0119459645238298,0,0,0,0,0,0,0,0,0,-0.00715217719849543,0,0.0492162766766485,-0.00888393397235912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369536610110611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367974272932186,0,0,0,0,0,0.0237613182718884,0,0,0,0,0,0,-0.0086712340769514,0,0,0,0,-0.00496332913292071,0,0,0.111338925394687,0,0,0,0,0.00148988042942701,0,0,0,0,0.00235028674089918,0,0,0,0,0,0,0,0,0,0,0.0167257660299766,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106561503207129,0,0,0.111328697450349,0,0,0,0,0,0,0,0,0,0,0.00669285613511664,0,0.0215237368975089,0,0,0.0503013506183006,0,-0.0244386970513048,0,0.000899892363274509,0.00151990577405673,0.0019182827950971,0,0.0360274177653566,0,0,0,0,0,-0.00475462992246585,0.0137524329118069,0,0,0,0,0,0,0,0,0.0705491018489398,0,0.00727473372257546,0,0,-0.00839701460986035,0,0,0,0.00782616235067682,0.00364081626362657,0,0
0.00280781475853889,0.249094262456396,0,0,0,0,0,0,0,0.138682057066896,0.00921634527489972,0,0,0,0,0.0197715860180839,0,0,0,0,0,0,0,0,0,0,0,0.0527629796427118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377248762846925,0,0,0,0,-0.00916226290928759,0,0,0,0,0,0,0,0,0,0,0,0,0.0205384361824738,0,0,0,-0.00489231011910153,0,0,0.0350687378202347,0,0,0,0,0,0.0197560680682403,0,0,0,0,0,0,-0.0216708883717,0,0,0,0,-0.00374757697507619,0,0,0.110140334014726,0,0.0265720581117444,0,0,0,0,0,0,0,0.00445282531042872,0,0,0,0.00225563576159762,-0.0112027477627855,0,0,0.0426357803867295,0,0,0.0136609133085102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970367758947854,0,0,0,0,0,0,0,0,0,0,0.00433795664952601,0,0.0145073330168305,0.000935816470300023,0,0.0573763549519058,0,-0.0259175204946113,0,0.0131289847081216,0.00360762573446226,0.000676078396551107,0,0.0330969502680402,0,0,0,0,0,-0.0139055874556197,0.0191737843932677,0,0,0,0,0,-0.00258063978641082,0,0,0.0666198011831852,0,0,0,0,-0.00398527567481974,0,0,0,0,0,0,0
0.00316083467099169,0.192142583755866,0,0.000033276492937425,0,0,0,0,0,0.172261163886037,0.0158254632779098,0,0,0,0,0.0325042950506169,0,0,0,0,0,-0.000455000068619389,0,0,0,-0.0186659989914384,0,0.0397240744398137,-0.00329345144437613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102616732651057,0,0,0,0,0,0.0331604588264979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365830949844604,0,0,-0.00649821172312098,0,0,0.0421329769891166,0,0,0,0,0,0.0274404521601989,0,0.00569431094540553,0,0,0,0,-0.0154648863320317,0,0,0,0,-0.027163374196516,0,0,0.0985945035768905,0,0.00702090393738845,0,0,0,0,0,0,0,0.051645462738992,0.00373504510147651,0,0,0,-0.0186211474164733,0,0,0,0,0,0.0354013934051045,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0024729867151062,0,0,0.0835753933968069,0.0100309114652123,0,0,0,0.0173876916212891,0,0,0,0,0,0,0,0.00429213289752273,0.0215055450180484,0,0.0452698910233653,0,-0.070256671043229,0,0,0,0,0,0.0285469153330334,0,0,0,0,0,-0.026392908196486,0.0470713423727429,0.0123147056859597,0,0,0,0,0,0,0,0.0684868872372755,0,0.00707672335007046,0,0,-0.00983799941621436,0,0,0,0.00495188602922443,0.0136093674106338,-0.0204587058009735,0
