"intercept","Pseudofungi_43_1_tp_2","temperature_tp_2","Actinobacteria_410_1_tp_2","Actinobacteria_410_2_tp_2","Archaea_164_1_tp_2","Archaea_164_2_tp_2","Archaea_179_1_tp_2","Bacillariophyta_100_1_tp_2","Bacillariophyta_123_1_tp_2","Bacillariophyta_138_1_tp_2","Bacillariophyta_196_1_tp_2","Bacillariophyta_219_1_tp_2","Bacillariophyta_29_1_tp_2","Bacillariophyta_31_1_tp_2","Bacillariophyta_44_1_tp_2","Bacteroidetes_1151_1_tp_2","Bacteroidetes_1166_1_tp_2","Bacteroidetes_1166_2_tp_2","Bacteroidetes_1167_1_tp_2","Bacteroidetes_1178_1_tp_2","Bacteroidetes_1186_1_tp_2","Bacteroidetes_1194_1_tp_2","Bacteroidetes_1204_1_tp_2","Bacteroidetes_1224_1_tp_2","Bacteroidetes_1235_1_tp_2","Bacteroidetes_1249_1_tp_2","Bacteroidetes_1264_1_tp_2","Bacteroidetes_129_1_tp_2","Bacteroidetes_129_2_tp_2","Bacteroidetes_131_1_tp_2","Bacteroidetes_1349_1_tp_2","Bacteroidetes_1360_1_tp_2","Bacteroidetes_1360_2_tp_2","Bacteroidetes_1360_3_tp_2","Bacteroidetes_1360_4_tp_2","Bacteroidetes_1360_5_tp_2","Bacteroidetes_317_1_tp_2","Bacteroidetes_918_1_tp_2","Bacteroidetes_918_2_tp_2","Bacteroidetes_918_3_tp_2","Bacteroidetes_918_4_tp_2","Bacteroidetes_918_5_tp_2","Bacteroidetes_919_1_tp_2","Bacteroidetes_919_2_tp_2","Bacteroidetes_919_3_tp_2","Bacteroidetes_938_1_tp_2","Bacteroidetes_956_1_tp_2","Cercozoa_22_1_tp_2","Cercozoa_23_1_tp_2","Cercozoa_291_1_tp_2","Cercozoa_395_1_tp_2","Chlorophyta__streptophyta_120_1_tp_2","Chlorophyta__streptophyta_732_1_tp_2","Chlorophyta__streptophyta_751_1_tp_2","Chlorophyta__streptophyta_833_1_tp_2","Chlorophyta__streptophyta_845_1_tp_2","Chlorophyta__streptophyta_848_1_tp_2","Chlorophyta__streptophyta_895_1_tp_2","Chrysophyceae_16_1_tp_2","Ciliophora_1195_1_tp_2","Ciliophora_234_1_tp_2","Ciliophora_280_1_tp_2","Ciliophora_298_1_tp_2","Ciliophora_403_1_tp_2","Ciliophora_451_1_tp_2","Cryptophyta_108_1_tp_2","Cryptophyta_15_1_tp_2","Cryptophyta_15_2_tp_2","Cyanobacteria_48_1_tp_2","Cyanobacteria_65_1_tp_2","Cyanobacteria_73_1_tp_2","Cyanobacteria_85_1_tp_2","Dictyochophyceae_6_1_tp_2","Dinoflagellata_1009_1_tp_2","Dinoflagellata_1010_1_tp_2","Dinoflagellata_1014_1_tp_2","Dinoflagellata_1017_1_tp_2","Dinoflagellata_1098_1_tp_2","Dinoflagellata_1198_1_tp_2","Dinoflagellata_124_1_tp_2","Dinoflagellata_1496_1_tp_2","Dinoflagellata_1542_1_tp_2","Dinoflagellata_1555_1_tp_2","Dinoflagellata_1658_1_tp_2","Dinoflagellata_1711_1_tp_2","Dinoflagellata_1728_1_tp_2","Dinoflagellata_1728_2_tp_2","Dinoflagellata_1749_1_tp_2","Dinoflagellata_1758_1_tp_2","Dinoflagellata_1769_1_tp_2","Dinoflagellata_1771_1_tp_2","Dinoflagellata_1771_2_tp_2","Dinoflagellata_1793_1_tp_2","Dinoflagellata_1862_1_tp_2","Dinoflagellata_1968_1_tp_2","Dinoflagellata_874_1_tp_2","Dinoflagellata_955_1_tp_2","Dinoflagellata_982_1_tp_2","Div_reps_1600_1_tp_2","Div_reps_1600_2_tp_2","Div_reps_2942_1_tp_2","Haptophyta_148_1_tp_2","Haptophyta_203_1_tp_2","Katablepharidophyta_7_1_tp_2","Lobosa_11_1_tp_2","Nitrospirae_9_1_tp_2","Perkinsea_33_1_tp_2","Perkinsea_44_1_tp_2","Phylum_reps_1954_1_tp_2","Phylum_reps_1985_1_tp_2","Phylum_reps_2301_1_tp_2","Picozoa_18_1_tp_2","Picozoa_6_1_tp_2","Planctomycetes_27_1_tp_2","Planctomycetes_34_1_tp_2","Planctomycetes_61_1_tp_2","Proteobacteria_10091_1_tp_2","Proteobacteria_10114_1_tp_2","Proteobacteria_10168_1_tp_2","Proteobacteria_11120_1_tp_2","Proteobacteria_11155_1_tp_2","Proteobacteria_11155_2_tp_2","Proteobacteria_11190_1_tp_2","Proteobacteria_11210_1_tp_2","Proteobacteria_11210_2_tp_2","Proteobacteria_11428_1_tp_2","Proteobacteria_11429_1_tp_2","Proteobacteria_11429_2_tp_2","Proteobacteria_11429_3_tp_2","Proteobacteria_11429_4_tp_2","Proteobacteria_11431_1_tp_2","Proteobacteria_11431_2_tp_2","Proteobacteria_22_1_tp_2","Proteobacteria_5436_1_tp_2","Proteobacteria_5461_1_tp_2","Proteobacteria_6384_1_tp_2","Proteobacteria_6847_1_tp_2","Proteobacteria_7100_1_tp_2","Proteobacteria_7166_1_tp_2","Proteobacteria_7174_1_tp_2","Proteobacteria_7230_1_tp_2","Proteobacteria_7230_2_tp_2","Proteobacteria_7230_3_tp_2","Proteobacteria_7231_1_tp_2","Proteobacteria_7289_1_tp_2","Proteobacteria_7295_1_tp_2","Proteobacteria_7313_1_tp_2","Proteobacteria_7314_1_tp_2","Proteobacteria_7316_1_tp_2","Proteobacteria_7319_1_tp_2","Proteobacteria_7364_1_tp_2","Proteobacteria_7787_1_tp_2","Proteobacteria_7982_1_tp_2","Proteobacteria_7982_2_tp_2","Proteobacteria_7983_1_tp_2","Proteobacteria_7983_2_tp_2","Proteobacteria_7983_3_tp_2","Proteobacteria_7983_4_tp_2","Proteobacteria_7983_5_tp_2","Proteobacteria_7983_6_tp_2","Proteobacteria_7983_7_tp_2","Proteobacteria_7983_8_tp_2","Proteobacteria_7984_1_tp_2","Proteobacteria_8175_1_tp_2","Proteobacteria_8176_1_tp_2","Proteobacteria_8176_2_tp_2","Proteobacteria_8177_1_tp_2","Proteobacteria_8177_2_tp_2","Proteobacteria_8178_1_tp_2","Proteobacteria_8185_1_tp_2","Proteobacteria_8520_1_tp_2","Proteobacteria_9649_1_tp_2","Proteobacteria_9681_1_tp_2","Proteobacteria_9681_2_tp_2","Radiolaria_104_1_tp_2","Raphidophyceae_3_1_tp_2","Rhodophyta_506_1_tp_2","Sagenista_53_1_tp_2","Sagenista_61_1_tp_2","Verrucomicrobia_18_1_tp_2","Verrucomicrobia_18_2_tp_2","Verrucomicrobia_18_3_tp_2","Verrucomicrobia_18_4_tp_2","Verrucomicrobia_22_1_tp_2","Verrucomicrobia_22_2_tp_2","Verrucomicrobia_23_1_tp_2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.010915076792802,0.172618954819288,0,0,0,0,0,0.00143551144984673,0,0,0,0.0132179140633207,0.0172356884395073,0,0,0,0,0,0,0.00624616574434355,0,0,0.0226251254701784,0,0,0,-0.00246650387870671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533607064918053,0,0,0,0.0193935560386209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00527378284508713,0,0.0230510732864476,0.0205966689390219,0,0.0170372412336885,0.0020349846396737,0,0,0,0,0.00489220607814549,0,0,0,0.0103038077338529,0,0,0,0,0,0,0,0.0813789178630638,0,0,0,0,0,0,0,0,0,0,0,0,0.0308349574034888,0,0,0,0,0,0,0,0,0,0,0.0128904220313897,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00498439244336751,0,0,0,0,0,0,0,0.0038678601430993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351961474352663,0,0,0,0,-0.00324309070531148,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0154533544750458,0.174106206766028,0,0,0,0,0,0.00264045581363873,0,0,0,0.0131436990885998,0.0156930777379852,0,0,0,0,0,0,0.00416992890369356,0,0,0.0243894178940693,0,0,0,-0.00381095515696415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513224207874971,0,0,0,0.0181928649457762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025341919391226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344177216368097,0,0.0264141187776762,0.0214474208074522,0,0.016621243406858,0.00246177212649282,0,0,0,0,0.00380784517439674,0,0,0,0.00996478504001229,0,0,0,0,0,0,0,0.0811280452803334,0,0,0,0,0,0,0,0,0,0,0,0,0.0303707749213908,0,0,0,0,0,0,0,0,0,0,0.00982566701686017,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00559666022317197,0,0,0,0,0,0,0,0.00280658539268442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346785730114295,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0146837200653136,0.171243201495005,0,0,0,0,0,0.00265748529955522,0,0,0,0.013446220855893,0.016193712384833,0,0,0,0,0,0,0.00447691523387168,0,0,0.0249403427031606,0,0,0,-0.00345242205215369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519753138315286,0,0,0,0.0186655784879752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189454530477933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399261220394092,0,0.0249594444052368,0.0217382193099315,0,0.0164452827551556,0.00284052813185706,0,0,0,0,0.00390151727212639,0,0,0,0.0103660765275047,0,0,0,0,0,0,0,0.0816935697694951,0,0,0,0,0,0,0,0,0,0,0,0,0.0307277626130509,0,0,0,0,0,0,0,0,0,0,0.0105982827914719,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00539913181516369,0,0,0,0,0,0,0,0.00275453012731727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346524614394259,0,0,0,0,-0.000402697596124864,0,0,0,0,0,0,0,0
0.0143189439630114,0.171355161833109,0,0,0,0,0,0.00247003811631078,0,0,0,0.0134089198749696,0.0162075847999596,0,0,0,0,0,0,0.00474461573019357,0,0,0.0245746959869989,0,0,0,-0.00336085965271583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519854029453029,0,0,0,0.0186264519139019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103775081891435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383961912903594,0,0.0249631905870691,0.0220857232068173,0,0.0165721000968797,0.00296668473372399,0,0,0,0,0.00382773747792305,0,0,0,0.0103407612337477,0,0,0,0,0,0,0,0.0816043220400139,0,0,0,0,0,0,0,0,0,0,0,0,0.0308294494273465,0,0,0,0,0,0,0,0,0,0,0.0107425587959836,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00554933581708512,0,0,0,0,0,0,0,0.00274222405930802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346993735982865,0,0,0,0,-0.000350898205755785,0,0,0,0,0,0,0,0
0.011648163474665,0.171891728160668,0,0,0,0,0,0.00102306299144021,0,0,0,0.01316093810515,0.0166144290584793,0,0,0,0,0,0,0.00622570348602137,0,0,0.0232723509912355,0,0,0,-0.00288272313826837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509595149411749,0,0,0,0.0191975387561448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388818630639222,0,0.0251482314760956,0.0199778226592268,0,0.0170399423218185,0.00389064550140843,0,0,0,0,0.00307060800717779,0,0,0,0.00915988291836807,0,0,0,0,0,0,0,0.0809830351979886,0,0,0,0,0,0,0,0,0,0,0,0,0.0315416478154407,0,0,0,0,0,0,0,0,0,0,0.0116422463326935,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00712674918047467,0,0,0,0,0,0,0,0.00398531479797515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343038958946013,0,0,0,0,-0.00306514566110221,0,0,0,0,0,0,0,0
0.0119342413267392,0.171840089785071,0,0,0,0,0,0.00039784404514795,0,0,0,0.0132487580076671,0.0164236562272947,0,0,0,0,0,0,0.00618408798808802,0,0,0.0224860342185369,0,0,0,-0.00283124008243387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519146778964009,0,0,0,0.0192853178170326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415748717904192,0,0.0248739989254814,0.0201451026343614,0,0.0162060892615617,0.00253484573826945,0,0,0,0,0.00360437825898998,0,0,0,0.0101714391720652,0,0,0,0,0,0,0,0.080976314028956,0,0,0,0,0,0,0,0,0,0,0,0,0.0313891321431015,0,0,0,0,0,0,0,0,0,0,0.0116610311201223,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00641765064491426,0,0,0,0,0,0,0,0.00409932861312262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355756630003175,0,0,0,0,-0.00174819886845998,0,0,0,0,0,0,0,0
0.0139146609844756,0.171104167296045,0,0,0,0,0,0.00239709244400139,0,0,0,0.0134290738838697,0.0161994282987991,0,0,0,0,0,0,0.00470928650272545,0,0,0.0249771903022851,0,0,0,-0.00340771354838859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517859889356436,0,0,0,0.0187074602548362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157919864868027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371438604286138,0,0.0249654106292046,0.0216072187332414,0,0.016522176679981,0.00321053029393642,0,0,0,0,0.0040172200432546,0,0,0,0.0103567461371961,0,0,0,0,0,0,0,0.08177844954743,0,0,0,0,0,0,0,0,0,0,0,0,0.0307718973360483,0,0,0,0,0,0,0,0,0,0,0.0108194570209387,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00552660839335315,0,0,0,0,0,0,0,0.00278921929033823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034702946744037,0,0,0,0,-0.000647663748925351,0,0,0,0,0,0,0,0
