"intercept","Chlorophyta__streptophyta_895_1_tp_2","temperature_tp_2","Actinobacteria_410_1_tp_2","Actinobacteria_410_2_tp_2","Archaea_164_1_tp_2","Archaea_164_2_tp_2","Archaea_179_1_tp_2","Bacillariophyta_100_1_tp_2","Bacillariophyta_123_1_tp_2","Bacillariophyta_138_1_tp_2","Bacillariophyta_196_1_tp_2","Bacillariophyta_219_1_tp_2","Bacillariophyta_29_1_tp_2","Bacillariophyta_31_1_tp_2","Bacillariophyta_44_1_tp_2","Bacteroidetes_1151_1_tp_2","Bacteroidetes_1166_1_tp_2","Bacteroidetes_1166_2_tp_2","Bacteroidetes_1167_1_tp_2","Bacteroidetes_1178_1_tp_2","Bacteroidetes_1186_1_tp_2","Bacteroidetes_1194_1_tp_2","Bacteroidetes_1204_1_tp_2","Bacteroidetes_1224_1_tp_2","Bacteroidetes_1235_1_tp_2","Bacteroidetes_1249_1_tp_2","Bacteroidetes_1264_1_tp_2","Bacteroidetes_129_1_tp_2","Bacteroidetes_129_2_tp_2","Bacteroidetes_131_1_tp_2","Bacteroidetes_1349_1_tp_2","Bacteroidetes_1360_1_tp_2","Bacteroidetes_1360_2_tp_2","Bacteroidetes_1360_3_tp_2","Bacteroidetes_1360_4_tp_2","Bacteroidetes_1360_5_tp_2","Bacteroidetes_317_1_tp_2","Bacteroidetes_918_1_tp_2","Bacteroidetes_918_2_tp_2","Bacteroidetes_918_3_tp_2","Bacteroidetes_918_4_tp_2","Bacteroidetes_918_5_tp_2","Bacteroidetes_919_1_tp_2","Bacteroidetes_919_2_tp_2","Bacteroidetes_919_3_tp_2","Bacteroidetes_938_1_tp_2","Bacteroidetes_956_1_tp_2","Cercozoa_22_1_tp_2","Cercozoa_23_1_tp_2","Cercozoa_291_1_tp_2","Cercozoa_395_1_tp_2","Chlorophyta__streptophyta_120_1_tp_2","Chlorophyta__streptophyta_732_1_tp_2","Chlorophyta__streptophyta_751_1_tp_2","Chlorophyta__streptophyta_833_1_tp_2","Chlorophyta__streptophyta_845_1_tp_2","Chlorophyta__streptophyta_848_1_tp_2","Chrysophyceae_16_1_tp_2","Ciliophora_1195_1_tp_2","Ciliophora_234_1_tp_2","Ciliophora_280_1_tp_2","Ciliophora_298_1_tp_2","Ciliophora_403_1_tp_2","Ciliophora_451_1_tp_2","Cryptophyta_108_1_tp_2","Cryptophyta_15_1_tp_2","Cryptophyta_15_2_tp_2","Cyanobacteria_48_1_tp_2","Cyanobacteria_65_1_tp_2","Cyanobacteria_73_1_tp_2","Cyanobacteria_85_1_tp_2","Dictyochophyceae_6_1_tp_2","Dinoflagellata_1009_1_tp_2","Dinoflagellata_1010_1_tp_2","Dinoflagellata_1014_1_tp_2","Dinoflagellata_1017_1_tp_2","Dinoflagellata_1098_1_tp_2","Dinoflagellata_1198_1_tp_2","Dinoflagellata_124_1_tp_2","Dinoflagellata_1496_1_tp_2","Dinoflagellata_1542_1_tp_2","Dinoflagellata_1555_1_tp_2","Dinoflagellata_1658_1_tp_2","Dinoflagellata_1711_1_tp_2","Dinoflagellata_1728_1_tp_2","Dinoflagellata_1728_2_tp_2","Dinoflagellata_1749_1_tp_2","Dinoflagellata_1758_1_tp_2","Dinoflagellata_1769_1_tp_2","Dinoflagellata_1771_1_tp_2","Dinoflagellata_1771_2_tp_2","Dinoflagellata_1793_1_tp_2","Dinoflagellata_1862_1_tp_2","Dinoflagellata_1968_1_tp_2","Dinoflagellata_874_1_tp_2","Dinoflagellata_955_1_tp_2","Dinoflagellata_982_1_tp_2","Div_reps_1600_1_tp_2","Div_reps_1600_2_tp_2","Div_reps_2942_1_tp_2","Haptophyta_148_1_tp_2","Haptophyta_203_1_tp_2","Katablepharidophyta_7_1_tp_2","Lobosa_11_1_tp_2","Nitrospirae_9_1_tp_2","Perkinsea_33_1_tp_2","Perkinsea_44_1_tp_2","Phylum_reps_1954_1_tp_2","Phylum_reps_1985_1_tp_2","Phylum_reps_2301_1_tp_2","Picozoa_18_1_tp_2","Picozoa_6_1_tp_2","Planctomycetes_27_1_tp_2","Planctomycetes_34_1_tp_2","Planctomycetes_61_1_tp_2","Proteobacteria_10091_1_tp_2","Proteobacteria_10114_1_tp_2","Proteobacteria_10168_1_tp_2","Proteobacteria_11120_1_tp_2","Proteobacteria_11155_1_tp_2","Proteobacteria_11155_2_tp_2","Proteobacteria_11190_1_tp_2","Proteobacteria_11210_1_tp_2","Proteobacteria_11210_2_tp_2","Proteobacteria_11428_1_tp_2","Proteobacteria_11429_1_tp_2","Proteobacteria_11429_2_tp_2","Proteobacteria_11429_3_tp_2","Proteobacteria_11429_4_tp_2","Proteobacteria_11431_1_tp_2","Proteobacteria_11431_2_tp_2","Proteobacteria_22_1_tp_2","Proteobacteria_5436_1_tp_2","Proteobacteria_5461_1_tp_2","Proteobacteria_6384_1_tp_2","Proteobacteria_6847_1_tp_2","Proteobacteria_7100_1_tp_2","Proteobacteria_7166_1_tp_2","Proteobacteria_7174_1_tp_2","Proteobacteria_7230_1_tp_2","Proteobacteria_7230_2_tp_2","Proteobacteria_7230_3_tp_2","Proteobacteria_7231_1_tp_2","Proteobacteria_7289_1_tp_2","Proteobacteria_7295_1_tp_2","Proteobacteria_7313_1_tp_2","Proteobacteria_7314_1_tp_2","Proteobacteria_7316_1_tp_2","Proteobacteria_7319_1_tp_2","Proteobacteria_7364_1_tp_2","Proteobacteria_7787_1_tp_2","Proteobacteria_7982_1_tp_2","Proteobacteria_7982_2_tp_2","Proteobacteria_7983_1_tp_2","Proteobacteria_7983_2_tp_2","Proteobacteria_7983_3_tp_2","Proteobacteria_7983_4_tp_2","Proteobacteria_7983_5_tp_2","Proteobacteria_7983_6_tp_2","Proteobacteria_7983_7_tp_2","Proteobacteria_7983_8_tp_2","Proteobacteria_7984_1_tp_2","Proteobacteria_8175_1_tp_2","Proteobacteria_8176_1_tp_2","Proteobacteria_8176_2_tp_2","Proteobacteria_8177_1_tp_2","Proteobacteria_8177_2_tp_2","Proteobacteria_8178_1_tp_2","Proteobacteria_8185_1_tp_2","Proteobacteria_8520_1_tp_2","Proteobacteria_9649_1_tp_2","Proteobacteria_9681_1_tp_2","Proteobacteria_9681_2_tp_2","Pseudofungi_43_1_tp_2","Radiolaria_104_1_tp_2","Raphidophyceae_3_1_tp_2","Rhodophyta_506_1_tp_2","Sagenista_53_1_tp_2","Sagenista_61_1_tp_2","Verrucomicrobia_18_1_tp_2","Verrucomicrobia_18_2_tp_2","Verrucomicrobia_18_3_tp_2","Verrucomicrobia_18_4_tp_2","Verrucomicrobia_22_1_tp_2","Verrucomicrobia_22_2_tp_2","Verrucomicrobia_23_1_tp_2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0107929019834667,0.670267906399828,0,-0.0448456415653354,0,0.0233438579569453,0,0,0,0,0.0122240444440811,0.00613754687892531,0,-0.0268309347620871,0,-0.0182242138896645,-0.00442163896694061,0,0,0,0,0,0,0,0.0996099829568333,-0.0124878848709869,0,0,-0.0203041972082233,0,0,0,-0.0472701773109908,0,0.000367050650064389,-0.0689415863555154,0.101071002185528,0.140870030151886,0,0,0,0,0,0.0244456880435178,-0.00028067272967092,0,0.0207581188825794,0,0,0,0,0,-0.00637656298609053,0,0,0,0,0,0,-0.00886140243920695,-0.0141255101423463,0,0,0.00366620019166202,0,-0.0257710638654436,0,-0.0472907524593457,0,0,-0.0112277202195033,0,0,0,-0.040461176459317,-0.028822482402684,-0.00445567174673716,0,0,-0.00384415280941422,0,0,0,0,0,0,0,0,0,-0.00874366781561854,0,0,0,0,0,-0.0195941747009432,0,-0.0348720071233441,-0.0135912576087371,0,0,0.0130604248164977,-0.0732316087078668,0,0,0,0,0,0,0,-0.0282738347834358,-0.0129316133574873,0,0,0.155741520488778,0,0,0.0130939039485541,0,0,0,0,0,0,0,-0.00334763988624345,0.0374032725386224,-0.00378758400071516,-0.0380680562554322,0,0,0.0218458026433761,0,0,0,0,0,0,0,0,0,0.00900046489636235,0,0.000548819502573746,0.00120550876622505,0,-0.0148543035537511,-0.0280233951974581,0,0,-0.0175673643561776,-0.0574309509797949,0,0,0,0,0,0.00701277372715013,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317741057664383,-0.0318110581478448,0,0,0,0,-0.0420772203166931,0,0,0,0,-0.0963327834301773,0,0.295465844288077,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0108596964188936,0.755277742438506,0,-0.0199257711127525,0,0.00685920232800895,0,0,0,0,0,0,0,-0.0201248555933411,0,-0.016333009483975,0,0,0,0,0,0,0,0,0.0816786967282982,0,0,0,-0.00312950510019629,0,0,0,-0.00209922831807603,0,0,-0.0202574634563159,0.0583911140604652,0.0755614581465619,0,0,0,0,0,0,0,0,0.00530413272797042,0,0,0,0,0,-0.00813794019819967,0,0,0,0,0,0,0,-0.00295898114389493,0,0,0,0,-0.0298175204051653,0,-0.00409926319550355,0,0,0,0,0,0,-0.0206119571053066,-0.0136510727010629,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0028894631555722,0,0,0,0,0,-0.00285286063312314,0,-0.020623943292069,-0.00292129648300495,0,0,0,-0.0410266080649831,0,0,0,0,0,0,0,-0.0140763364005366,0,0,0,0.0786521691119303,0.0290569991163234,0,0,0,0,0,0,0,0,0,0,0.0172460807144236,0,-0.0329247923956151,0,0,0.00518888576501799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127897314702196,0,0,0,-0.0271480485442368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283069816879565,-0.0223793604753895,0,0,0,0,-0.0330504805496563,0,0,0,0,-0.0318314988469613,0,0.161737740362674,0,0,0
0.0106656682320383,0.71176634087863,0,-0.037040494226675,0,0.0109601734524454,0,0,0,0,0.00411455933755995,0,0,-0.0198155513324761,0,-0.0176475457055894,0,0,0,0,0,0,0,0,0.081682846285762,-0.00919977054419749,0,0,-0.00462584980182455,0,0,0,-0.0277646385966572,0,0,-0.0483915289420168,0.0660711098869736,0.1091090802632,0,0,0,0,0,0.00645411664756727,0,0,0.00955808883015526,0,0,0,0,0,-0.011579395647922,0,0,0,0,0,0,-0.00447594397188715,-0.0068483993416937,0,0,0,0,-0.0192941405150673,0,-0.0218873783794153,0,0,0,0,0,0,-0.0343539215836115,-0.0135315156935379,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010087699801533,0,0,0,0,0,-0.0120257110792575,0,-0.0218246652709151,-0.00502868388727061,0,0,0,-0.0557259221059606,0,0,0,0,0,0,0,-0.0175472647621128,-0.00462812498830252,0,0,0.0854848738339704,0.0240390228143351,0,0,0,0,0,0,0,0,0,0,0.0387769643486217,-0.000437035628871434,-0.0431394812348828,0,0,0.00894475600252671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00156720139659023,-0.0242239827572338,0,0,-0.00804862313968364,-0.0430203908598173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271470414667708,-0.0246869126324286,0,0,0,0,-0.0368045833631121,0,0,0,0,-0.0591602489089234,0,0.232944765384796,0,0,0
0.0107984158172025,0.746827440335992,0,-0.0232537736044825,0,0.00653730978758199,0,0,0,0,0,0,0,-0.0193579514572814,0,-0.019585272304615,0,0,0,0,0,0,0,0,0.0733676750714297,-0.00362461251913074,0,0,0,0,0,0,-0.0105563172754985,0,0,-0.0252115201542122,0.0425206827298627,0.0860990415200856,0,0,0,0,0,0.00591499232143905,0,0,0,0,0,0,0,0,-0.0101110771532851,0,0,0,0,0,0,-0.000347315875842388,-0.00347409904380769,0,0,0,0,-0.0242242976182353,0,-0.00158698289238287,0,0,0,0,0,0,-0.0263604638747867,-0.00788884839086798,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00626014244462204,0,0,0,0,0,-0.00365816989842827,0,-0.0149608862580418,-0.00187709909456351,0,0,0,-0.0435494181933519,0,0,0,0,0,0,0,-0.0146539534703127,-0.000675581591159302,0,0,0.0523574194940524,0.0416534241698771,-0.00179842574892588,0,0,0,0,0,0,0,0,0,0.0287961980568632,0,-0.0373259606398546,0,0,0.00341732243991103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158341754449912,0,0,-0.000432902667210259,-0.0305520632153222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262823951651229,-0.0199494451171187,0,0,0,0,-0.0311616849179588,0,0,0,0,-0.0338060852512381,0,0.183041347807928,0,0,0
0.0115467037839359,0.691433010212051,0,-0.0601988714094281,0,0.0166976951849999,0,0,0,0,0,0.00467403706332743,0,-0.0276349679815788,0,-0.0250569665483544,-0.0049144237281934,0,0,0,0,0,0,0,0.0955089007841505,-0.012900281990234,0,0,-0.0164405178344309,0,0,0,-0.0559244736171224,0,0,-0.0799493292484293,0.093196384046496,0.137281372748343,0,0,0,0,0,0.0212570575550251,0,0,0.0167638400560402,0,0,0,0,0,-0.00427239627531415,0,0,0,0,0,0,-0.0184715753844148,-0.0199409014350422,0,0,0.0118597745976132,0,0,0,-0.0763435781884096,0,0,-0.0227130877878948,0,0,0.00560012908071821,-0.0466143127753208,-0.0248623505985366,0,0,0,-0.0168168169011688,0,0,0,0,0,0,0,0,0,-0.0145967012698198,0,0,0,0,0,-0.0250957637737154,0,-0.0313385477915858,-0.0133402365611551,0,0,0.00242533710748062,-0.0963612325842797,0,0,0,0,0,0,0,-0.0234232838479271,-0.0140333816180169,0,0.0035775751313989,0.173345041603083,0,0,0.0126884335891384,0,0,0,0,0,0,0,-0.00533475601738347,0.0587798481095079,-0.00333534237906289,-0.0382046771998111,0,0,0.026862384835084,0,0,0,0,0,0,0,0,0,0.0104943532634869,0,0,0,0,-0.0100057299608658,-0.0310900594944408,0,0,-0.0145338498099595,-0.0562224598168596,0,0,0,0,0,0.00539208123043258,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269608222872622,-0.0307018939690055,0,0,0,0,-0.0406495477103872,0,0,0,0,-0.0899938316220096,0,0.326097100348945,0,0,0
0.0103781599627521,0.587695851445913,0,-0.0907496519212513,-0.0128427689009666,0.0296129114145225,0.00419875538108331,0,0,0,0.0128287148626038,0.014305479272538,0,-0.0146089896255764,0,-0.0132288449570755,0,0,0,0,0,0,0,0,0.0635715080592364,-0.0238558705442934,0,0,-0.0284472710831263,0,0.00665446348238632,0,-0.0922113806141681,0,0.00630566059083241,-0.0988771183034304,0.120576749043115,0.183324861402282,0,0,0,0,0,0.063428552712335,-0.0123043680874884,0,0,0,0,-0.00995655486314295,0,0,-0.00771060149504054,0,0,0,0,0,0,-0.018886402582748,-0.0183577906778497,0,0,0.00756073538011897,0,-0.0190432553242498,0,-0.132893230616729,0,0,-0.0259195461122458,0,0,0.0384052304171428,-0.0615132297008099,-0.0269464305223888,-0.0106560818442351,0,0,-0.0206438903422572,0,0,0,0,0,0,0,0,0,0,0,0.0036919863587978,0,0,0,-0.0479167580899184,0,-0.062205879812724,-0.0407722697310292,0,0,0.0217821454609993,-0.0661157258418137,0,0,0,0,0,0,0,-0.0349974183343204,-0.0297365211690489,0,0,0.319306757537714,0,0,0.0371212691249938,0,0,0,0,0,0,0,-0.0216765792889123,0.0213785269209757,-0.0127870486575691,-0.050882489504404,0.0255441391662703,0,0.0196925703648449,0,0,0,0,0,0.0106996694192551,-0.00996550359017844,0,0,0.018925976265576,-0.0032152906475466,0,0,0,-0.0123920262307523,-0.0361226068510729,0,-0.0236470311653548,-0.0278838957469414,-0.0704695844310426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149473615760177,0,0,-0.00234053475405612,-0.0424630944417071,0,0,0,0,-0.0352108694737602,0,0,0,0,-0.109318097555403,0,0.3781140371142,0,0,0
0.0121892411662025,0.723247588342975,0,-0.051874570214988,-0.00807337056692623,0.0256620277524475,0,0,0,0,0,0.00190385285876163,0,-0.0291269012438406,0,-0.0086000515646459,-0.0183243303103599,0,0,0,0,0,0,0,0.137411143871099,-0.0258581923984321,0,0,-0.00933235991868115,0,0,0,-0.0821953441856077,0.0123947948999333,0.0228650266760999,-0.110145115581534,0.0976983259243267,0.184156676430653,0,0,0,0,0,0.0303808962169311,-0.00675056229273556,0,0.032538640165104,0,0,0,0,-0.000559624691659302,0,0,0,0,0,0,0,-0.00705580967475559,-0.0214168774845997,0,0,0.00678404455313316,0,-0.0473476968303144,0,-0.0539091368263171,0,0,-0.0197957197269505,0,0,0.0161317505432799,-0.0348366388700481,-0.0247081434086356,0,0,0,-0.0164266439484545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254604769388226,0,-0.0500031782382976,-0.0364936260540101,0,0,0.0207384719870523,-0.0605478606431604,0,0,0,0,0,0,0,-0.0295862342635443,-0.00418580600471079,0,0,0.197001936971726,0.00284934461744662,0,0.0229017404365796,0,0,0,0,0,0,0,0,0.0450101693146126,-0.0307578165175752,-0.0130557039225378,0,0,0.0260048515804176,0,0,0,0,0,0,0,0,0,0.0243252049726857,-0.0175965939689979,0.0140760255023702,0.0293048471117684,0,-0.0925497004583401,-0.0219562253480668,0,0,-0.00641591777338164,-0.0533467907891783,0,0,0,0.00836975037800212,0,0.0261622271746557,0,0,0,0.00186444782720601,0,0,0,0,0,0,0,0,-0.0272139516556306,-0.047310407627067,0,0,0,0,-0.0449949375671982,0,0,0,0,-0.113916261939695,0,0.256172584477754,0,0,0
