"intercept","Dinoflagellata_1017_1_tp_2","temperature_tp_2","Actinobacteria_410_1_tp_2","Actinobacteria_410_2_tp_2","Archaea_164_1_tp_2","Archaea_164_2_tp_2","Archaea_179_1_tp_2","Bacillariophyta_100_1_tp_2","Bacillariophyta_123_1_tp_2","Bacillariophyta_138_1_tp_2","Bacillariophyta_196_1_tp_2","Bacillariophyta_219_1_tp_2","Bacillariophyta_29_1_tp_2","Bacillariophyta_31_1_tp_2","Bacillariophyta_44_1_tp_2","Bacteroidetes_1151_1_tp_2","Bacteroidetes_1166_1_tp_2","Bacteroidetes_1166_2_tp_2","Bacteroidetes_1167_1_tp_2","Bacteroidetes_1178_1_tp_2","Bacteroidetes_1186_1_tp_2","Bacteroidetes_1194_1_tp_2","Bacteroidetes_1204_1_tp_2","Bacteroidetes_1224_1_tp_2","Bacteroidetes_1235_1_tp_2","Bacteroidetes_1249_1_tp_2","Bacteroidetes_1264_1_tp_2","Bacteroidetes_129_1_tp_2","Bacteroidetes_129_2_tp_2","Bacteroidetes_131_1_tp_2","Bacteroidetes_1349_1_tp_2","Bacteroidetes_1360_1_tp_2","Bacteroidetes_1360_2_tp_2","Bacteroidetes_1360_3_tp_2","Bacteroidetes_1360_4_tp_2","Bacteroidetes_1360_5_tp_2","Bacteroidetes_317_1_tp_2","Bacteroidetes_918_1_tp_2","Bacteroidetes_918_2_tp_2","Bacteroidetes_918_3_tp_2","Bacteroidetes_918_4_tp_2","Bacteroidetes_918_5_tp_2","Bacteroidetes_919_1_tp_2","Bacteroidetes_919_2_tp_2","Bacteroidetes_919_3_tp_2","Bacteroidetes_938_1_tp_2","Bacteroidetes_956_1_tp_2","Cercozoa_22_1_tp_2","Cercozoa_23_1_tp_2","Cercozoa_291_1_tp_2","Cercozoa_395_1_tp_2","Chlorophyta__streptophyta_120_1_tp_2","Chlorophyta__streptophyta_732_1_tp_2","Chlorophyta__streptophyta_751_1_tp_2","Chlorophyta__streptophyta_833_1_tp_2","Chlorophyta__streptophyta_845_1_tp_2","Chlorophyta__streptophyta_848_1_tp_2","Chlorophyta__streptophyta_895_1_tp_2","Chrysophyceae_16_1_tp_2","Ciliophora_1195_1_tp_2","Ciliophora_234_1_tp_2","Ciliophora_280_1_tp_2","Ciliophora_298_1_tp_2","Ciliophora_403_1_tp_2","Ciliophora_451_1_tp_2","Cryptophyta_108_1_tp_2","Cryptophyta_15_1_tp_2","Cryptophyta_15_2_tp_2","Cyanobacteria_48_1_tp_2","Cyanobacteria_65_1_tp_2","Cyanobacteria_73_1_tp_2","Cyanobacteria_85_1_tp_2","Dictyochophyceae_6_1_tp_2","Dinoflagellata_1009_1_tp_2","Dinoflagellata_1010_1_tp_2","Dinoflagellata_1014_1_tp_2","Dinoflagellata_1098_1_tp_2","Dinoflagellata_1198_1_tp_2","Dinoflagellata_124_1_tp_2","Dinoflagellata_1496_1_tp_2","Dinoflagellata_1542_1_tp_2","Dinoflagellata_1555_1_tp_2","Dinoflagellata_1658_1_tp_2","Dinoflagellata_1711_1_tp_2","Dinoflagellata_1728_1_tp_2","Dinoflagellata_1728_2_tp_2","Dinoflagellata_1749_1_tp_2","Dinoflagellata_1758_1_tp_2","Dinoflagellata_1769_1_tp_2","Dinoflagellata_1771_1_tp_2","Dinoflagellata_1771_2_tp_2","Dinoflagellata_1793_1_tp_2","Dinoflagellata_1862_1_tp_2","Dinoflagellata_1968_1_tp_2","Dinoflagellata_874_1_tp_2","Dinoflagellata_955_1_tp_2","Dinoflagellata_982_1_tp_2","Div_reps_1600_1_tp_2","Div_reps_1600_2_tp_2","Div_reps_2942_1_tp_2","Haptophyta_148_1_tp_2","Haptophyta_203_1_tp_2","Katablepharidophyta_7_1_tp_2","Lobosa_11_1_tp_2","Nitrospirae_9_1_tp_2","Perkinsea_33_1_tp_2","Perkinsea_44_1_tp_2","Phylum_reps_1954_1_tp_2","Phylum_reps_1985_1_tp_2","Phylum_reps_2301_1_tp_2","Picozoa_18_1_tp_2","Picozoa_6_1_tp_2","Planctomycetes_27_1_tp_2","Planctomycetes_34_1_tp_2","Planctomycetes_61_1_tp_2","Proteobacteria_10091_1_tp_2","Proteobacteria_10114_1_tp_2","Proteobacteria_10168_1_tp_2","Proteobacteria_11120_1_tp_2","Proteobacteria_11155_1_tp_2","Proteobacteria_11155_2_tp_2","Proteobacteria_11190_1_tp_2","Proteobacteria_11210_1_tp_2","Proteobacteria_11210_2_tp_2","Proteobacteria_11428_1_tp_2","Proteobacteria_11429_1_tp_2","Proteobacteria_11429_2_tp_2","Proteobacteria_11429_3_tp_2","Proteobacteria_11429_4_tp_2","Proteobacteria_11431_1_tp_2","Proteobacteria_11431_2_tp_2","Proteobacteria_22_1_tp_2","Proteobacteria_5436_1_tp_2","Proteobacteria_5461_1_tp_2","Proteobacteria_6384_1_tp_2","Proteobacteria_6847_1_tp_2","Proteobacteria_7100_1_tp_2","Proteobacteria_7166_1_tp_2","Proteobacteria_7174_1_tp_2","Proteobacteria_7230_1_tp_2","Proteobacteria_7230_2_tp_2","Proteobacteria_7230_3_tp_2","Proteobacteria_7231_1_tp_2","Proteobacteria_7289_1_tp_2","Proteobacteria_7295_1_tp_2","Proteobacteria_7313_1_tp_2","Proteobacteria_7314_1_tp_2","Proteobacteria_7316_1_tp_2","Proteobacteria_7319_1_tp_2","Proteobacteria_7364_1_tp_2","Proteobacteria_7787_1_tp_2","Proteobacteria_7982_1_tp_2","Proteobacteria_7982_2_tp_2","Proteobacteria_7983_1_tp_2","Proteobacteria_7983_2_tp_2","Proteobacteria_7983_3_tp_2","Proteobacteria_7983_4_tp_2","Proteobacteria_7983_5_tp_2","Proteobacteria_7983_6_tp_2","Proteobacteria_7983_7_tp_2","Proteobacteria_7983_8_tp_2","Proteobacteria_7984_1_tp_2","Proteobacteria_8175_1_tp_2","Proteobacteria_8176_1_tp_2","Proteobacteria_8176_2_tp_2","Proteobacteria_8177_1_tp_2","Proteobacteria_8177_2_tp_2","Proteobacteria_8178_1_tp_2","Proteobacteria_8185_1_tp_2","Proteobacteria_8520_1_tp_2","Proteobacteria_9649_1_tp_2","Proteobacteria_9681_1_tp_2","Proteobacteria_9681_2_tp_2","Pseudofungi_43_1_tp_2","Radiolaria_104_1_tp_2","Raphidophyceae_3_1_tp_2","Rhodophyta_506_1_tp_2","Sagenista_53_1_tp_2","Sagenista_61_1_tp_2","Verrucomicrobia_18_1_tp_2","Verrucomicrobia_18_2_tp_2","Verrucomicrobia_18_3_tp_2","Verrucomicrobia_18_4_tp_2","Verrucomicrobia_22_1_tp_2","Verrucomicrobia_22_2_tp_2","Verrucomicrobia_23_1_tp_2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0045881087857199,0.42188649661515,0,0,0,0,0,0,0,0,0,0,0.0186733603382103,0,0,0,0,0,0,0,0,0.00824825618598945,0.000865500096009946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115293526494859,0,0,0,0,0,0,0.0109218525734202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133102291693607,0,0,0,0,0,0,0,0,0,0,0,0.00749582237470048,0,0,0.0100666404875998,0.0219909746202121,0,0,0,0,0,0,0.0442100892653405,0,0,0,0.0115575129299047,0,0,0.0236549972172897,0,0,0,0,0,0,0,0.021435421984523,0,0,0,0.0212997181377963,0,0,0,0,0,0,0,0,0.0187895425039884,0,0,0,0,0,0.00536936299074557,0,0.0162191077773099,0,0,0,0,0.0149545487769509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253344806399491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208109111707296,-0.00170422975130169,-0.00589886623577085,0,0.0462302520935926,0,0,0,0,-0.00384461889820951,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00526138494273653,0.406548300055307,0,0,0,0,0,0,0,0,0,0,0.0287541708208883,0,0,0,0,0,0,0,0,0.0104180226657176,0.00206251453872294,0,0,0,0,0,0,-0.000785415464505781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121392802522588,0,0,0.011406011892853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109613109158463,0,0,0,0,0.00956146830985791,0.0150652528288676,0,0,-0.002119018243228,0,0,0,0.035777596137894,0,0,0,0.00845903714524388,0,0,0.0242309105991032,0,0,0,0,0,0,0,0.0126873860711714,0,0,0,0.0313390758199026,0,0,0,0,0,0,0,0,0.0186165579733087,0,0,0,0,0,0.00222497384394616,0,0.0257656852265139,0,0,0.000972521318632893,0,0.0129114002911517,0,0,0,0,0,0,0,0,0,0,0,-0.00106533138860807,0,0,0,0,0,0,0,0,0.039012841939666,0,0,0,0,0.000439770489042919,0.00144470908311265,0,0,0,0,0,0,0,0,0,0.0244378146908079,0,-0.00659950394936162,0,0.051401359602912,0,0,0,0,-0.0132144414722844,0,0,0,0,0,0,0,0
0.00378262954649589,0.30433500840987,0,0,0,0,0,0,0,0,0,0,0.0280358687512714,0,0,0,0,0.00301890902201475,0,0,0,0.00528541538653197,0.00231222479583678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212534369632304,0,0,0,0,0,0,0.0191879257266599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049276299051766,0,0,0,0,0,0,0,0,0,0.00644384725419361,0,0,0,0,0.00335443406980432,0.0345500841204501,0,0,0,0,0,0,0.0365132863679914,0,0,0,0.00631554762893248,0,0.00713657237663326,0.0123321206081414,0,0,0,0,0,0,0,0.026301293654976,0,0,0,0.0254515077409993,0,0,0,0.00108001705013424,0,0,0,0,0.0354935600935452,0,0,0,0,0,0.00294038551931266,0,0.0340941674085674,0,0,0.000138642596218521,0,0.0119581465398111,0,0,0,-0.00427495867138989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545155960320024,0,0,0,0,0,0.0129520707195935,0,0,0,0,0,0,0,0,0,0.0121550454540339,-0.0124749019620021,-0.0276683477034052,0.000123335929702965,0.0562345341113589,0,0,0,0,-0.00286612172835248,0,0,0,0,0,0,0,0
0.00519576252101911,0.384868564562984,0,0,0,0,0,0,0,0,0,0,0.0226590908535271,0,0,0,0,0,0,0,0,0.0110678083084314,0.00316072662019864,0,0,0,0,0,0,-0.00162650886271875,0,0,0,0,0,0,0,0,0,0,0.001094870838817,0.0102543677249491,0,0,0,0,0,0,0.0122657352063206,0,0,0.0168817885195837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130667930331911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447883981539626,0.0209963108734229,0,0,0,0,0,0,0.0379816079910079,0,0,0,0.00673937082231988,0,0,0.0233154275975807,0,0,0,0,0,0,0,0.0239194223780996,0,0,0,0.0284769680294883,0,0,0,0,0,0,0,0,0.0227124816194469,0,0,0,0,0,0.00503212349476037,0,0.0276540545409955,0,0,0,0,0.0175224208264341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366104150577014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191997723904945,-0.00593100663322265,-0.0141544047313208,0,0.050827961550289,0,0,0,0,-0.00370198638134763,0,0,0,0,0,0,0,0
0.00234808028069443,0.347621816179703,0,0,0,0,0,0,0,0,0,0,0.0210245023461847,0,0,0,0,0,0,0,0,0.00501355620994034,0.00521921114368217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108054259082987,0,0,0,0,0,0,0.0170647263226873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530166916248018,0,0,0.010988636615266,0.0335620586787489,0,0,0,0,0,0,0.0402181750035361,0,0,0,0.0102217906814952,0,0,0.00901481938271438,0,0,0,0,0,0,0,0.0207344444637207,0,0,0,0.018687840906723,0,0,0,0,0,0,0,0,0.0271666095312289,0,0,0,0,0,0,0,0.0161532014192804,0,0,0.0108869573565014,0,0.0120640593821004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431302450891808,0,0,0,0,0,0.00895436658177677,0,0,0,0,0,0,0,0,0,0.0214458565977518,-0.00886287639540617,-0.0127007750543909,0,0.0534143356845664,0,0,0,0,-0.00787429937375916,0,0,0,0,0,0,0,0
0.00386071053670412,0.38595446156089,0,0,0,0,0,0,0,0,0,0,0.0208446709424001,0,0,0,0,0.000754744279007851,0,0,0,0.00588722066109903,0.00323755887544448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286451516264097,0,0,0,0,0,0,0.0101367152318022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312264582657308,0,0,0,0,0,0,0,0,0,0,0,0.00351192335040656,0,0,0.0080188586130829,0.0262208768752088,0,0,-0.00121417206694472,0,0,0,0.0411659611808489,0,0,0,0.0110320014934918,0,0.00272918060905622,0.0188688399126918,0,0,0,0,0,0,0,0.0207467635642996,0,0,0,0.0204160594567258,0,0,0,0.0172051678959391,0,0,0,0,0.0183700578710262,0,0,0,0,0,0.0157832629822454,0,0.0246448292578704,0,0,0,0,0.019314714606909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032055641088193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114541777150468,-0.00371303060663088,-0.0151616184127424,0,0.0479309641828621,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00517506775605535,0.29090217711649,0,0,0,0,0,0,0,0,0,0,0.0289392940589687,0,0,0,0,0,0,0,0,0.0000249397609079605,0.0114711551444226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103408880013592,0,0,0,0,0,0,0.0221096266421285,0,0,0.0163785039082219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272671644470431,0,0,0,0,0,0,0,0,0,0,0,0,0.00211332833538981,0.0373493822433354,0,0,0,0,0,0,0.0364827404387537,0,0,0,0.00847854794152607,0,0,0,0,0,0,0,0,0,0,0.0255765016220964,0,0,0,0.0204092877700749,0,0,0,0,0,0,0,0,0.0519449365495342,0,0,0,0,0,0,0,0.0246275056183737,0,0,0,0,0.00805329274217793,0,-0.00748868062520724,0,-0.00701191682073985,0,0,0,0,0,0.00236997325147688,0,0,0,0,0,0,0,0,0,0,0.0656346652730202,0,0,0,0,0,0.0144709930093938,0,0,0,0,0,0,0,0,0,0.0087163794575989,-0.023905557471539,-0.028481640653457,0,0.0568284383916992,0,0.00119075708513409,0.00152860615996016,0,-0.00723811820083607,0,0,0,0,0,0,0,0
